city,start_date,end_date,total_price,daily_price,vehicle_class,company_name
Los Angeles,2023-10-16,2023-11-02,1099.00,64.65,Motorhome C19,Cruise
Los Angeles,2023-10-16,2023-11-02,1099.00,64.65,Motorhome Standard C25,Cruise
Los Angeles,2023-10-16,2023-11-02,1123.00,66.06,C MEDIUM 24-26,Mighty
Los Angeles,2023-10-16,2023-11-02,1128.00,66.35,Motorhome C19,Cruise
Los Angeles,2023-10-16,2023-11-02,1128.00,66.35,Motorhome Standard C25,Cruise
Los Angeles,2023-10-16,2023-11-02,1174.00,69.06,C LAGE 27-29,Mighty
Los Angeles,2023-10-16,2023-11-02,1181.00,69.47,C SMALL 21-23,El Monte
Los Angeles,2023-10-16,2023-11-02,1185.00,69.71,Motorhome Compact Plus C21,Cruise
Los Angeles,2023-10-16,2023-11-02,1185.00,69.71,Motorhome Large C30,Cruise
Los Angeles,2023-10-16,2023-11-02,1214.00,71.41,Motorhome Compact Plus C21,Cruise
Los Angeles,2023-10-16,2023-11-02,1214.00,71.41,Motorhome Large C30,Cruise
Los Angeles,2023-10-16,2023-11-02,1239.00,72.88,C MEDIUM 24-26,El Monte
Los Angeles,2023-10-16,2023-11-02,1355.00,79.71,C LAGE 27-29,El Monte
Los Angeles,2023-10-16,2023-11-02,1470.00,86.47,C MEDIUM 24-26,Mighty
Los Angeles,2023-10-16,2023-11-02,1479.00,87.00,Motorhome C19,Cruise
Los Angeles,2023-10-16,2023-11-02,1479.00,87.00,Motorhome Standard C25,Cruise
Los Angeles,2023-10-16,2023-11-02,1521.00,89.47,C LAGE 27-29,Mighty
Los Angeles,2023-10-16,2023-11-02,1528.00,89.88,C SMALL 21-23,El Monte
Los Angeles,2023-10-16,2023-11-02,1568.00,92.24,Motorhome Compact Plus C21,Cruise
Los Angeles,2023-10-16,2023-11-02,1568.00,92.24,Motorhome Large C30,Cruise
Los Angeles,2023-10-16,2023-11-02,1586.00,93.29,C MEDIUM 24-26,El Monte
Los Angeles,2023-10-16,2023-11-02,1701.00,100.06,C LAGE 27-29,El Monte
Los Angeles,2023-10-16,2023-11-02,1853.00,109.00,Motorhome C25,Road Bear
Los Angeles,2023-10-16,2023-11-02,1887.00,111.00,Campervan B21,Road Bear
Los Angeles,2023-10-16,2023-11-02,2006.00,118.00,C FAMILY 30-32,El Monte
Los Angeles,2023-10-16,2023-11-02,2058.00,121.06,Motorhome C19,Cruise
Los Angeles,2023-10-16,2023-11-02,2058.00,121.06,Motorhome Standard C25,Cruise
Los Angeles,2023-10-16,2023-11-02,2091.00,123.00,Motorhome C28,Road Bear
Los Angeles,2023-10-16,2023-11-02,2104.00,123.76,Motorhome C19,Cruise
Los Angeles,2023-10-16,2023-11-02,2104.00,123.76,Motorhome Standard C25,Cruise
Los Angeles,2023-10-16,2023-11-02,2133.00,125.47,Motorhome C19,Cruise
Los Angeles,2023-10-16,2023-11-02,2133.00,125.47,Motorhome Standard C25,Cruise
Los Angeles,2023-10-16,2023-11-02,2147.00,126.29,Motorhome Compact Plus C21,Cruise
Los Angeles,2023-10-16,2023-11-02,2147.00,126.29,Motorhome Large C30,Cruise
Los Angeles,2023-10-16,2023-11-02,2190.00,128.82,Motorhome Compact Plus C21,Cruise
Los Angeles,2023-10-16,2023-11-02,2190.00,128.82,Motorhome Large C30,Cruise
Los Angeles,2023-10-16,2023-11-02,2219.00,130.53,Motorhome Compact Plus C21,Cruise
Los Angeles,2023-10-16,2023-11-02,2219.00,130.53,Motorhome Large C30,Cruise
Los Angeles,2023-10-16,2023-11-02,2259.00,132.88,C SMALL 21-23,El Monte
Los Angeles,2023-10-16,2023-11-02,2317.00,136.29,C MEDIUM 24-26,El Monte
Los Angeles,2023-10-16,2023-11-02,2346.00,138.00,Motorhome C31,Road Bear
Los Angeles,2023-10-16,2023-11-02,2352.00,138.35,C FAMILY 30-32,El Monte
Los Angeles,2023-10-16,2023-11-02,2432.00,143.06,C LAGE 27-29,El Monte
